name,date,year,director,prod,composer,cast_mem
Virinchi Independent Film,March,2021,Satya K,,SK. Baji,"Darbha Appaji Ambarisha, Skandha Mitra, Allmatti Nani Naveen, Preeti Nigam, Md Othur, Shafi, Ravi Varma"
Sita on the Road,March,2021,Praneeth,"Die Movies, JP Motion Pictures",,
Devineni,March,2021,Narra Sivanageswararao,GMN Films,,
Devarakondalo Vijay Premakatha,March,2021,Venkat Ramana Surapalli,Shivatri Films,,
Paisa Paramatma,March,2021,Kiran Thirumala,,Kanishka,"Mukku Avinash, Krishnateja Eppala, Arohi Naidu, Sanketh"
Uttama Kali Purushudu,March,2021,Sandeep Podishetti,Singa Perumal Creations,,
Vakeel Saab,April,2021,Venu Sriram,"Sri Venkateswara Creations, Bayview Projects",S. Thaman,"Pawan Kalyan, Nivetha Thomas, Anjali, Ananya Nagalla, Prakash Raj, Shruti Haasan, Vamsi Krishna, Mukesh Rishi, Srikanth Iyengar, Lirisha"
Wild Dog,April,2021,Ahishor Solomon,Matinee Entertainments,S. Thaman,"Nagarjuna Akkineni, Dia Mirza, Saiyami Kher, Atul Kulkarni, Bilal Hossein, Ali Reza, Mayank Parekh, Pradeep Rudra, Prakash Sudarshan, Anish Kuruvilla"
Black Rose,April,2021,"Hemant N Mishra, Sandeep Rampher Kumar",,Mani Sharma,"Samiksha Bhatnagar, Abhilash Narain, Sanjana Shukla, Jai Shanker Tripathi, Jayshankar Tripathi, Shivangi Verms"
TRUE,April,2021,Mandala Syam,,,"Harish Vinay, Lavanya, Madhusudhan Rao, Rajsekhar Aningi, Santhi Avula, Divya, Ghani, Gowthami, Master Ishan, Kalpalatha"
Tempt Raja,April,2021,Veernala Rama Krishna Rao,,,"Avanthika, Posani Krishna Murali, Veernala Rama Krishna Rao, Divya Suresh"
Y,April,2021,Baalu Adusumilli,Yerukonda Entertainments,Vikas Badisha,"Raghu Babu, Akshay Chandra, Rahul Ramakrishna, Deviyani Sher, Garima Singh, Srikanth, Gemini Suresh"
Mad,April,2021,Meneni Laxman,Modela Talkies,,"Madhav Chilkuri, Spandana Palii, Rajath Raghav, Swetaa Varma"
Blocked,April,2021,Ram Lodagala,Thank You Infra Talkies,Pradeep Chandra,"Mahaboob Basha, Divya, Vinay Mahadev, Manoj Nandam, Swetha Saluru"
Check Mate,April,2021,Prasad Velampalli,Chinni Krishna Productions,Prasad Velampalli,"Sampoornesh Babu, Krishna Bhagavan, Brahmanandam, Raghu Kumar Karumanchi, Deeksha Panth, Rajendra Prasad, Vishnu Priya, Thagubothu Ramesh, Shakalaka Shankar"
Chai Kahani,April,2021,Arun Kumar Bandari,Sri Maha Ganapathi Creations,P.V.R. Raja,"Chittoju Krishna, Bhavani Madhava, Shravanthi, Silver Suresh, Karthik Trichy"
D3 Dosti Dil Dhokha,Apr,2021,Bhaskar Ram,B.S. Productions,Jayavardhan Anke,"Vamsi Yakasiri, Parth Bhalerao, Ravi Khengle, Krishna Murali Posani, Dnyanada Ramtirthkar, Sanjay Shejwal, Akshay Tanksale, Shivraj Walvekar"
O Ammayi Crime Story,April,2021,Surendra Reddy,,,
Itlu Anjali,April,2021,Naveen Mannela,,,
Gulte Gang,April,2021,Chandu Samudrala,,,"Naren Chollangi, Hema Samudrala, Narasimha Sastry, Arun Layam, Shyamala Oruganti, Pramod Ambaripeta, Dheeraj Arcot, Sricharan Boinapally, Neha Chollangi, Hanish Chowdary"
Prayanikudu,April,2021,Jonathan Edwards Vesapogu,Infinite Creative Works,,
Kadhanika,April,2021,Jagadeesh Dugana,Thank You Infra Talkies,Tarun Rana Pratap,"Srikanth Iyengar, Manoj Nandam, Bhel Prasad, Ravi Varma"
Idhee Kala Khadu,April,2021,Adeeb Nazir,,,
Maa Oori Prema Katha,April,2021,,,,
Last Peg,April,2021,Sanjay Vadat .S.,,,
Sarvam Siddam,April,2021,Athimalla Rabin Naidu,,,"Venkatesh Marturu, Kishore, Kiran Medasani, Govindh Raj Neerudi, Bobbili Santhosh Reddy, Chintakindi Siddeshwar, Vikram Veramaneni"
疯狂的摄像机,May,2021,Praveen Kandregula,"A D2R Indie, D2R Films",Sirish Satyavolu,"Vikas Vasistha, Sandeep Varanasi, Rag Mayur, Trishara, Munivenkatappa, Sindhu Sreenivasa Murthy, Uma Yaluvalli Gopalappa, Sirivennela Yanamandhala, Ram Charan, Davani"
Ek Mini Katha,May,2021,Karthik Rapolu,"Mango Mass Media, UV Concepts",Praveen Lakkaraju,"Santosh Sobhan, Kavya Thapar, Shraddha Das, Krishna Murali Posani, Brahmaji, Sudharshan, Harshavardhan, Sapthagiri, Roopa Lakshmi, Prabhavathi"
Nuvvante Pichhe,May,2021,Santosh,Lakshmi Ganga Art Productions,,
Battala Ramaswami biopikku,May,2021,Ram Narayan,Seven Hills Productions,Ram Narayan,"Altaf Hassan, Lavanya Reddy, Satvika Jay, Shanthi Rao, Bhadram, Siri Chandana, Mahindra Ganachary"
Maaya,May,2021,Radhika Jayanti,"Raysun Productions, VR Productions",Praneeth Namboori,"Sandhya Bayireddy, Abhishek Sabbe, Rohini Kumar, Dustin Lee, Aida, Mahima Yalavarthy"
Thank You Brother!,May,2021,Ramesh Raparthi,"Aha, Just Ordinary Entertainment",Guna Balasubramanian,"Viraj Ashwin, Anasuya Bharadwaj, Mounika Reddy, Aadarsh Balakrishna, Harsha Chemudu, Anish Kuruvilla, Archana Ananth, Annapurnamma, Kadambari Kiran, Kiran Paleru"
Pururava,May,2021,Rajeswari Udayagiri,"Sarasija Theaters, Sarasija Theaters",,
Atma Vasikaranam,May,2021,Vimal Vasthav,Sri Venkateshwara Company,,"Lokesh Nayak, Rohith, Ruchira, Ronnie SRG, P. Vishal"
Chinna Chinni Asha,May,2021,"Raja Lakkapragada, Bharath Kumar Pathipati",Avakaya Talkies,Rohan James,"Deepak Yellapragada, Srisubha Addepalli, Bharath Kumar Pathipati, Vinod Muduchuru, Sita Ram Lakkapragada, Shiva Kiran Tadikonda, Guru Charan Paduchuri, Naveen Gowda, Pratima Srinivas, Murali Krishna Gunnam"
Idi Na Selfie,May,2021,Ch. Prabhakar,Sri Charan Sensational Movies,,"Aarohi Gadagi, Shiv Nagendra, Vinod Kumar Nuvvula, Cv Prabbakarr, Bhel Prasad, Shiv"
In Nisha Apartments,May,2021,Saif Ali Sayeed,,Abdul Ali,"Mahesh Narayan, Mounika Pothkani, SV Jaidev, Krishna Penumarthi, Maheshh, Surya Chemudupati, Aakash Parihar, Naveen Joel, Mahesh Kampa, Adithya Keshav"
Ardha Shathabdham,June,2021,Rawindra Pulle,Rishitha Sree Creations,Nawfal Raja Asi,"Karthik Rathnam, Naveen Chandra, Krishna Priya, Suhas, Sai Kumar, Subhalekha Sudhakar, Aamani, Pavitra Lokesh, Raja Ravindra, Ajay"
Pachchis,June,2021,"Sri Krishna, Rama Sai","Avasa Chitram, Mango Mass Media, Raasta Films",Smaran,"Raamz, Swetaa Varma, Jay Chandra, Subhalekha Sudhakar, John Kottoly, Viswender Reddy, Ravi Varma, Sunjit Akkinepalli, Dayanand Reddy, Ram Sai"
Money She,June,2021,Vinod Nagula,Spark,,
Kaliyuga Sutradhari,June,2021,,,,
Funky Flatmates,June,2021,Gana Sairam Banagaru,,Sashank,"Viharika Chowdary, Sai Medapati, Navya, Priyanka, Shailu Reddy"
Rangaddy,June,2021,Kanna Rao Gopishetty,Smart Made Studios,,"Vishnu, Siva Vanipenta, Moula Shahid, Sravanthi Kasa, Rama Chandra, Nirved Reddy"
Bangkok Brahmanandam,June,2021,Lakshmi Narayana P.,,,
Narappa,July,2021,Srikanth Addala,"Suresh Productions, V. Creations",Mani Sharma,"Venkatesh Daggubati, Priyamani, Rajeev Kanakala, Rakhi, Karthik Rathnam, Chaitra, Aadukalam Naren, Deepak Shetty, Shritej, Aravind"
Thimmarusu: Assignment Vali,July,2021,Sharan Koppisetty,"East Coast Productions, S Originals",Sekhar Chandra,"Satyadev Kancharana, Priyanka Jawalkar, Brahmaji, Ajay, Ravi Babu, Jhansi, Praveen, Harsha Chemudu, N. Balakrishna, Ankith Koyya"
Crrush,July,2021,Ravi Babu,Flying Frogs Production,Vaidhhy,"Krishna Burugula, Ankita Manoj, Parree Pande, Charan Sai, Abhay Simha, Sri Sudha, Meesam Suresh"
Ishq: Not a Love Story,July,2021,S.S. Raju,Mega Super Good Films,,
Narasimhapuram,July,2021,Sriraj Balla,,,"Nandakishore, Siri Hanumanth, Ravi Varma Balla, Rama Devi, Giridhar, Phani Raj Gowd, Junaid, Pavan Kumar, Sampath Kumar, Sharath Kumar"
Ja,July,2021,SaidiReddyChittepu,,Vengi,"PrathapRaj, Himaja, Sudigali Sudheer, Getup Srinu, Aishwarya, Annapurna, Anu Sri, Chandu, Chinmayi, Dishitha"
Ravana Lanka,July,2021,Bns Raju,,,"Akhil, Alekya, Arshiya Arshi, Ravi Babu, Badram, Ashmita Kaur Bakshi, Ashmita Kaur Bakshi, Madhulagna Das, Devgill, Harshitha"
Amma Deevena,July,2021,Shiva Eturi,,Venkat Ajmeera,"Aamani, Krishna Murali Posani, Chanikya Chakrawarthy, Fida Mogal, Nishanth, Sri Pallavi, Saranya Pradeep, Satya Prakash"
Parigettu Parigettu,July,2021,Ramakrishna Thota,,,"Surya Srinivas, Amrita Acharya, Ramakrishna Thota, Yogi, Rajsekhar Aningi, Anwar, Chandana, Jay Chandra, Jaya Chandra, Dinesh"
Oohinchaledu Kadu,July,2021,Surya Prabhakar,Rahaman Studios,,
Nirbandham 2,July,2021,Bandi Saroj Kumar,,Bandi Saroj Kumar,"Bandi Saroj Kumar, Anil Lingampally, Sai Teja, Mohan Senapathi, Asha Borra, Ranga Babu, Sapna Nair"
Ranganaayaki,Jul,2021,"Sasi Camp, Rohit Penumatsa",Avanti Cinema,Smaran,"Arscha, Dinesh, Sasi Camp, Prashanth Podagatlapalli, Mahesh, Thanmai Bolt, Divya Bandaru"
Sundari,August,2021,Kalyanji Gogana,Rizwan Entertainment,Suresh Bobblli,"Arjun Ambati, Darbha Appaji Ambarisha, Arun, Ayesh, Chaitanya, Sahithi Dasari, Chitra Datrak, Kishori Datrak, Dawood, Shamna Kasim"
Ichata Vahanumulu Niluparadu,August,2021,S. Darshan,"AI Movies, Shaastra Movies",Praveen Lakkaraju,"Sushanth, Arun Aadhitya, Krishna Chaitanya, Meenaakshi Chaudhary, Vennela Kishore, Harish Koyalagundla, Sambaa Siva, Sushanth"
Sridevi Soda Center,August,2021,Karuna Kumar,70mm Entertainment,Mani Sharma,"Ajay, Anandhi, Raghu Babu, Sneha Gupta, Harshavardhan, V.K. Naresh, Pavel Navageethan, Sudheer Babu Posani, Satyam Rajesh, Kalyani Raju"
Paagal,August,2021,Naresh Kuppili,"Lucky Media, Sri Venkateswara Creations",Leon James,"Bhoomika Chawla, Vishwak Sen, Murli Sharma, Harsha Sai, Nivetha Pethuraj, Mahesh Achanta, Megha Lekha, Rahul Ramakrishna, Simran Choudhary, Racha Ravi"
Raja Raja Chora,August,2021,Hasith Goli,"Abhishek Agarwal Arts, People Media Factory",Vivek Sagar,"Sree Vishnu, Megha Akash, Sunaina Yella, Ravi Babu, Ajay Ghosh, Srikanth Iyengar, Tanikella Bharani, Kadambari Kiran, Inturi Vasu, Gangavva"
SR Kalyanamandapam,August,2021,Sridhar Gade,Elite Entertainments,Chaitan Bharadwaj,"Kiran Abbavaram, Rajsekhar Aningi, Priyanka Jawalkar, Pragna Kiran, Pragnya, Shivasara"
Vivaha Bhojanambu,August,2021,Ram Abbaraju,"Anandi Art Creations, Soldiers' Factory, Venkatadri Talkies",Anirudh Vijay,"Satya, Harsha Chemudu, Nithyasree Goru, Srikanth Iyengar, Kalpalatha, Kireeti, Sundeep Kishan, Madhumani, Aarjavee Raj, Dayanand Reddy"
Boys,August,2021,Dayanandh,,Smaran,"Mitraaw Sharma, Kaushal Manda, Bamchik Babloo, Sheetal Tiwari, Shrihan Jennifer Emmanuel, Anshula, Ronith Grg, Abhilash Mittapalli, Sujith, Saikumar Babloo"
Merise Merise,August,2021,PawanKumar Kothuri,Kothuri Entertainments,Karthik Kodakandla,"Mani Aegurla, Shweta Avasthi, Balu, Bharath, Prasad Bolisetti, Chandrashekhar, Nitesh Chowhan, Sree Devi Desai, Parameshwar Gaandla, Pramukhanati Indu"
Kanabadutaledu,August,2021,Balaraju M.,"SS Films, Shade Studios, Sree Padha Creations",Madhu Ponnas,"Kishan Aanapu, Nag Akhil, Shyam Boddeti, Kranthi Kumar Chilla, Timothy Dasari, Kireeti DhamaRaj, Girish, Govind, Himaja, Santhosh Jaheerabad"
Bazaar Rowdy,August,2021,D. Vasantha Nageswara Rao,KS Creations,S.S. Factory,"Sampoornesh Babu, Karate Kalyani, Mahesh Kathi, Maheshwari, Sayali Shinde"
Mugguru Monagallu,August,2021,,Chitra mandhir studio,,"Srinivasa Reddy, Dheekshith Shetty, Vennala Ramarao, Raja Ravindra, Tnr, Nassar, Twisha Sharma, Swetaa Varma, Gemini Suresh, Chetan Krishna"
Cheruvaina Dooramaina,August,2021,Kanuri Chandrasekhar,,Sukumar Pammi,"Banerjee, Devi Sri, Manichandana, Nair Rajeshwari, Shashi, Sujith, Tharunika"
Arakulo Virago,August,2021,GiriChinna,,Trinadh Mantena,"PoojaChorasia, Ravin, D.S. Rao, GopiNaidu, Balu"
Chaitanyam,August,2021,Surya,"3StarEntertainments, JM Productions",Arjun Ramu,"Kautilya, Yashika, Raghunadh Eswar Reddy, Sundaram, Rama Rao Jadhav, Shiva Bsp, Vishnu Priya, Shaik Aashik, Archana, Prasad Bagari"
House Arrest,August,2021,Sekhar Reddy,Primeshow Entertainment,Anup Rubens,"Ravi Babu, Rolar Raghu, Thagubothu Ramesh, Srinivasa Reddy, Sapthagiri"
#pk,August,2021,Hemanth.p,,,
Ksheera Sagara Madhanam,August,2021,AnilPanguluri,"Art And Heart Creations, Sri Balaji",Ajay Arasada,"Maanas Nagulapalli, AkshataSonawane, SanjayRao, CharishmaSrikar, GowthamSetty, Priyanth, MaheshKommula, AnilPanguluri, Subramanyam B., Sanjana Bachu"
Aapahasyam,August,2021,Jubith Namradath,,Dev,"Divya Gopinath, Indrans, Gilu Joseph, Rima Kallingal, Vijilesh Karayad, Saritha Kukku, Alencier Ley Lopez, Mammukoya, Nassar, Kannan Nayar"
Suryasthamayam,August,2021,,,,"Bandi Saroj Kumar, Daniel Balaji, K K Binojee, Himansee Katragadda, Prem Kumar Patro, Reddy Prawin, Kavya Suresh"
Brandy Diaries,August,2021,Sivudu,Collective Dreamers,,
Avalambika,August,2021,Rajasekhar,Sri Shirdi Sai Productions,,
Raave Naa Cheliya,August,2021,N. Maheswara Reddy,Surya Chandra Productions,,
Maestro,September,2021,Merlapaka Gandhi,Sreshth Movies,Mahati Swara Sagar,"Nithiin, Tamannaah Bhatia, Nabha Natesh, V.K. Naresh, Jisshu Sengupta, Harshavardhan, Srinivasa Reddy, Racha Ravi, Mangli, Sreemukhi"
Tuck Jagadish,September,2021,Shiva Nirvana,Shine Screens,S. Thaman,"Nani, Ritu Varma, Aishwarya Rajesh, Jagapathi Babu, V.K. Naresh, Nassar, Rao Ramesh, Rohini, Devadarshini Chetan, Maala Parvathi"
Republic,October,2021,Deva Katta,"JB Entertainments, Zee Studios",Mani Sharma,"Aamani, Jagapathi Babu, Boxer Dina, Nalla Sreedhar Reddy Gabbar, Srikanth Iyengar, Ramya Krishnan, Chandramogli Madem, Vinay Nallakadi, Ravi Raja, Aishwarya Rajesh"
Seetimaarr,September,2021,Sampath Nandi,Srinivasaa Silver Screen,Mani Sharma,"Gopichand, Tamannaah Bhatia, Digangana Suryavanshi, Tarun Arora, Preethi Asrani, Bhoomika Chawla, Chandramogli Madem, Vinni Mobstaz, Rohit Pathak, Krishna Murali Posani"
Clue: A Love Thriller,September,2021,Venkateswarlu Karadi,Viswa Creations,Prajwal Krish,"Bhoomireddy Venkat Reddy, Aishwarya, Zeenat Kapadia, Naveen Kumar, Anil Kumar, Vijay Kumar, Vishal, Gowthami"
Love Story,September,2021,Sekhar Kammula,"Amigos Creations, Sree Venkateswara Cinemas",Pawan Ch,"Naga Chaitanya Akkineni, Sai Pallavi, Rajeev Kanakala, Easwari Rao, Devayani, Uttej, Chakrapani Ananda, Gangavva, Duvvasi Mohan, Bhanu Teja"
Dear Megha,September,2021,Sushanth Reddy,Vedaansh Creative Works,Hari Gowra,"Megha Akash, Thrigun, Arjun Somayajula, Pavitra Lokesh, Chakrapani Ananda"
Priyuraalu,September,2021,Ramaraju,,Sunil Kashyap,"Kamakshi Bhaskarla, Prithvi Medavaram, Kalapala Mounika, Kaushik Reddy"
The Killer,September,2021,Chinna,,Siddarth Watkins,"Neha Deshpande, Ravi Prakash, C.V.L. Narasimha Rao, Karthik Sai, Dolly Sha, Garima Singh"
Asmee,September,2021,Sesh Karthikeya,,Sandy Addanki,"Mahesh Boya, Rahul Chavan, Keshav Deepak, Indu Kusuma, Raja Narendra, Priyanka, Rushika Raj, Hemanth Varma"
Honey Trap,September,2021,Suneel Kumar Reddy,,Praveen Immadi,"Sai Rishi, Silpa Nayak, Teju Anupoju, Vamanarao, Shiva Karthik, Fm Babai, Samudram Venkatesh"
Plan B,September,2021,K.V. Rahamahi,AVR Movie Wonders,Swara,"Srinivas Reddy, Murli Sharma, Dayanand Reddy, Kunal Sharma"
Gully Rowdy,September,2021,G. Nageswara Reddy,"Kona Film Corporation, MVV Cinema",Ram Miriyala,"Saurav Chakrabarti, Harsha Chemudu, Sundeep Kishan, Vennela Kishore, Krishna Murali Posani, M.V.V. Satyanarayana, Shakalaka Shankar, Laavanya Sharma, Neha Shetty, Bobby Simha"
Alanti Sitralu,September,2021,C. Supreeth Krishna,,Santhu Omkar,"Tanvi Akaanksha, Ajay Kumar Kathurvar, Shwetta Parashar, Yash Puri, Dayanand Reddy, Ravi Varma, Prawin Yendamuri"
Nootokka Zillala Andagaadu,September,2021,Rachakonda Vidyasagar,"First Frame Entertainment, SVC-FFE Films, Sri Venkateswara Creations",Shakthikanth Karthick,"Srinivas Avasarala, Ruhani Sharma, Rohini, Krishna Bhagavan, Sivannarayana, Abhishek Maharshi, Abhimanyu, Masth Ali, Anirudh, Archana"
Gem,September,2021,Susheela Subhramanyam,,Sunil Kashyap,"Ajay, Sampoornesh Babu, Nakshatra, Vijay Raja, Raashi Singh"
Maro Prasthanam,September,2021,"Jhonny, Jhony","Mirth Media, Omkharreswara Creations",Suneel Kashyap,"Tanish Alladi, Bhanu Sri Mehra, Shubhangi Pant, Archana Singh Rajput, Musskan Sethi, Kabir Duhan Singh, Tanish, Amit Tiwari"
Aakashavaani,September,2021,Ashwin Gangaraju,AU&I Studios,Kaala Bhairava,"Samuthirakani, Getup Srinu, Vinay Varma, Teja Kakumanu, Shaking Seshu, Mime Madhu, Prashanth, Abhinay Shukla, Prashant"
Naakidhe First Time,September,2021,,,,
Nee Jathaga,September,2021,Bamidipati Veera,,Pavan Kumar,"Bharath Bandaru, Mehbaoob Basha, Shourya Chandra, Raghuveera Chary, Lakshman Chowdary, Deepak Dagani, Lipika Ghosh, Gnaneswari Kandregula, Mani Patel, Nayani Pavani"
Lockdown,September,2021,Baba,,Sher,"Umantha Kalpana, Kumar Sai Pampana, Rocking Rakesh, Ashi Roy, Hrithika Singh"
Yevado Okadu,September,2021,,,,
Ieandavi,September,2021,Phani Ram,,Aramaan,"Anuradha, Dileep, Nandu Vijay Krishna, Chitram Seenu"
Jathiya Rahadari,September,2021,Narasimha Nandi,,,
Mounam,September,2021,Kishan Sagar,Sandhya Motion Pictures,M.M. Srilekha,"Bhanu Sri, Chinna, Dhanraj, Jeeva, Murali Krishnan"
醫者,October,2021,Nelson Dilipkumar,"KJR Studios, Sivakarthikeyan Productions, Goldmines Telefilms",Anirudh Ravichander,"Sivakarthikeyan, Vinay Rai, Priyanka Arulmohan, Yogi Babu, Milind Soman, Ilavarasu, Deepa Shankar, Archana Chandhoke, Redin Kingsley, Arun Alexander"
Most Eligible Bachelor,October,2021,Bommarillu Baskar,GA2 Pictures,Gopi Sundar,"Akhil Akkineni, Pooja Hegde, Neha Shetty, Murli Sharma, V. Jayaprakash, Shiva Karthik, Vennela Kishore, Ajay, Aamani, Pragathi"
Varudu Kaavalenu,October,2021,Lakshmi Sowjanya,Sithara Entertainments,Vishal Chandrashekhar,"Mahesh Achanta, Ananth, Vaishnavi Chaitanya, Harshavardhan, Arjun Kalyan, Kireeti, Vennela Kishore, Nadia Moidu, Kalyani Natarajan, Praveen"
Romantic,October,2021,Anil Paduri,"Puri Connects, Puri Jagannadh Touring Talkies",Sunil Kashyap,"Akash Puri, Ketika Sharma, Ramya Krishnan, Ramaprabha, Makrand Deshpande, Uttej, Sunaina, Deviyani Sharma, Temper Vamsi, Ravi Awana"
Madhura Wines,October,2021,Jaya Kishore .B.,"RK Cine Talkies, S Originals",Jay Krish,"Sunny Naveen, Seema Chowdary, Sammohit Tumuluri, Allu Ramesh, Harish Roshan, Satish Saripalli, Leela Venkatesh"
PellisandaD,October,2021,Gowri Ronanki,"Arka Mediaworks, RK Film Associates",M.M. Keeravani,"Tanikella Bharani, Kiriti Dharmaraju, Vennela Kishore, Krishna Murali Posani, Rajendra Prasad, Prakash Raj, Rao Ramesh, Roshann, Shakalaka Shankar, Vithika Sheru"
Maha Samudram,October,2021,Ajay Bhupathi,AK Entertainments,Chaitan Bharadwaj,"Sharwanand, Siddharth, Aditi Rao Hydari, Anu Emmanuel, Jagapathi Babu, Rao Ramesh, Saranya Ponvannan, Ramachandra Raju, Ooha Reddy, Anand Ramaraju"
Konda Polam,October,2021,Radha Krishna Jagarlamudi,First Frame Entertainment,M.M. Keeravani,"Panja Vaisshnav Tej, Rakul Preet Singh, Mahesh Achanta, Annapoorna, Sai Chand, Siddharth Gollapudi, Hema, Chandramogli Madem, Madhu Mani, Nassar"
Aaradugula Bullet,October,2021,Gopal B.,Jaya Balaji Real Media,Mani Sharma,"Gopichand, Nayanthara, Prakash Raj, Abhimanyu Singh, Kota Srinivasa Rao, Brahmanandam, Jayaprakash Reddy, Chalapathi Rao, Madhunandan, Salim Baig"
The Rose Villa,October,2021,"R.J. Hemant, Hemanth Varma",Chitra mandhir studio,Suresh Bobblli,"Dheekshith Shetty, Swetaa Varma, Archana Kumar, Raja Ravindra, Anju, Anwar, Sri Devi, Fahad, Lalit, Mahesh"
Ippudu Kaaka Inkeppudu,October,2021,Y. Yugandhar,,Sahityya Sagar,"Darbha Appaji Ambarisha, Nuveksha, Rocket Raghava, Tulasi, Hasvanth Vanga"
Miles of Love,October,2021,Kayyam Upendra Kumar Nandhan,Comrade Film Factory,,"Medishetti Abhinav, Ramya Pasupileti, Kaushik Reddy, Vismaya Sri, Ravi Siva Teja"
Eakam,October,2021,Varun Vamsi,"Ananda Thoughts, Ananda Thoughts",,"Anish Avunuri, Tanikella Bharani, Sree Charan, Master Satvik Chinchalapu, Kalpika Ganesh, Srinivasa Kapavarapu, Laxman Meesala, Aditi Myakal, Niharith, Dayanand Reddy"
Natyam,October,2021,Revanth Korukonda,Nishrinkala Films,Shravan Bharadwaj,"Sandhya Raju, Kamal Kamaraju, Rohit Behal, Aditya Menon, Subhalekha Sudhakar, Bhanupriya, Darbha Appaji Ambarisha, Hyper Aadi, Srikrishna Avadhanula, Teki Ramesh Babu"
Idhe Maa Katha,October,2021,Guru Pawan,Gurrappa Parameswara Productions,,"Sumanth Ashwin, Badram, Bhoomika Chawla, Srijita Ghosh, Tanya Hope, Srikanth Iyengar, Sandhya Janak, Madhumani, Prudhviraj, Sameer"
Click,October,2021,Srinivas Kaushik,Shuklambaradharam Cine Creations,Sathish Babu,"Bhanu Sri, Bhanuchander, Padmaja Lanka, Sharath Lohitashwa, Gemini Suresh"
Nenu Leni Naa Premakatha,October,2021,Suresh Utharadi,,Juevin Singh,"Naveen Chandra, Keshav Deepak, Aditi Myakal, Raja Ravindra, Krish Siddipalli, Gayathri Suresh"
Asalem Jarigindi,October,2021,Nvr,,,"Chandu Koduri, Ravi Kumar, Sanchita Padukone, Jangaon Ravikumar, Srikanth, Sriram"
Hunter,October,2021,Prasanth Kumar Bonige,,,
Theeram,October,2021,Anil Inamadugu,,,"Sravan Ygt, Anil Inamadugu, Kristen Ravali, Aparna, Anil Geela, Sravya Duvvuri, Kristnaveni"
Mission 2020,October,2021,Karanam P. Babji,,Rap Rock Shakeel,"Naga Babu, Naveen Chandra, Madhu Nambiar, Mani Varma Pakalapati, Swathi Sharma"
Itlu Amma,October,2021,C. Umamaheshwara Rao,Bommaku Creations,Sunny M.R.,"Revathi, Krishna Murali Posani, Ravi Kale, Mihirah Gurupadappa, Vineet Sai Kota, Aruvi Balaji, Rohith Guttamidhi, Bommaku Murali, Krishneshwar Rao"
Heads and Tales,October,2021,Sai Krishna Enreddy,,,"Sai Krishna Enreddy, Srividya, Sunil, Suma Tripurana"
Thamasoma Jyothirgamaya,October,2021,VijayKumar Badugu,,,
Hero,October,2021,Anand Annamalai,,,
Adbhutham,November,2021,Mallik Ram,"MSK Films, Mahaateja Creations, S Originals",Radhan,"Teja Sajja, Shivani Rajashekar, Devi Prasad, Chammak Chandra, Mirchi Kiran, Mandava Sai Kumar, Divya Narni, Sivaji Raja, Satya, Tulasi"
Bro,November,2021,Karthik Thupurani,"JJR entertainments, Mango Mass Media, Sttv Films",Sekhar Chandra,"Naveen Chandra, Avika Gor, Sai Ronak, Sanjana Sarathy"
Raja Vikramarka,November,2021,Sri Saripalli,Sree Chitra Movie Makers,Prashanth Vihari,"Kartikeya Gummakonda, Tanya S Ravichandran, Sudhakar Komakula, Sai Kumar, Pasupathy, Tanikella Bharani, Harshavardhan, Surya, Dayanand Reddy"
Chalo Premiddam,November,2021,Suresh Seker Repale,,Bheems Ceciroleo,"Sai Ronak, Neha Solanki, Mohammad Ali, Surya Kumar Bhagawan Das, Posani Krishna Murali, Nagineedu, Bhahubali Prabhakar, Shashank"
Pushpaka Vimanam,November,2021,Damodara,"King of the Hill, Tanga Productions",Amit N. Dasani,"Ajay, Bhadram, Varsha Bollamma, Harsha Chemudu, Anand Deverakonda, Vajja Venkata Giridhar, Harshavardhan, Kireeti, Saanve Megghana, V.K. Naresh"
Poster,November,2021,MahipalReddy,Sri Sai Pushpa Creations,Sandy Addanki,"Vijay Dharan Datla, Raashi Singh, Akshata Sonawane, Shivaji Raja, Madhu Mani, Kasi Vishwanath, Ram Raju, Swapnika"
Missing: Search vs Revenge,November,2021,Srini Josyula,"Bajarangabali Films, Imperial Films and Studio",Ajay Arasada,"Harsha Narra, Nikkesha, Misha Narang, Backagaindancer, Anuroop Katari"
Anubhavinchu Raja,November,2021,Srinivas Gavireddy,"Annapurna Studios, Sree Venkateswara Cinemas",Gopi Sundar,"Ajay, Aadarsh Balakrishna, Ariyana Glory, Kashish Khan, Ravi Krishna, Aadukalam Naren, Sai Phanindhra, Krishna Murali Posani, Bhupal Raj, Chandoo Sai"
Telangana Devudu,November,2021,Harish Vadthya,,Nandanraju Bobbili,"Gopal Krishna Akella, Johnson D M, Sangeetha, Meka Srikanth, Suman"
Mr Lonely,November,2021,Mukki Harish Kumar,skmlmotion Picctures,Nizani Anjan,"Lohitha, Kiya Reddy, Nuraj Mani Sai, Sonali Vardham"
1997,November,2021,Mohan,,Koti,"Benerji, Naveen Chandra, Shrikanth Iyyanngar, Koti, Mohan, Ravi Prakash, Ramaraju"
The Trip,November,2021,Vamsi Krishna Akella,VDR Films,,"Goutham Raj, Soumya Shetty, Aamani, Sarala Reddy, Vaibhav, Master Adharvan, Baby Nethra Reddy, Dr. Hari, Shafi, Silver Suresh"
