name,date,year,director,prod,composer,cast_mem
My Name Is Shruthi,November,2023,Srinivas Omkar,Vaishnavi Arts,Mark K. Robin,"Hansika Motwani, Darbha Appaji Ambarisha, Murli Sharma, V. Jayaprakash, Aadukalam Naren, Praveen, Prema, Pooja Ramachandran, C.V.L. Narasimha Rao, Raja Ravindra"
Plot,November,2023,Bhanu Bhava Tharaka,BBT films,Karthik Rodriguez,"Vikas Muppala, Sajiv Pasala, Gayatri Gupta, Santhosh Nadivada, Kishore"
Ala Ninnu Cheri,November,2023,Maresh Shivan,"Viision Movie Makers, Vision Movie Makers",Subhash Anand,"Dinesh Tej, Hebah Patel, Payal Radhakrishna, Mahesh Achanta, Hussain Basha, Mahaboob Basha, Chammak Chandra, Jagadesshwari, Jhansi, Kalpalatha"
Spark: L.I.F.E.,November,2023,Vikranth Reddy,Deaf frog productions,Hesham Abdul Wahab,"Vikranth Reddy, Mehreen Pirzada, Rukshar Dhillon, Guru Somasundaram, Nassar, Vennela Kishore, Suhasini, Satya, Brahmaji, Srikanth Iyengar"
Vidhi,November,2023,"Srikanth Ranganathan, Srinath Ranganathan",,Sricharan Pakala,"Mahesh Achanta, Anandhi, Arjun, Arun, Bhasha, Manduguloju Prabhakara Chary, Dakshith, Hemanth, Aaryan Kontham, Mirchi Madhavi"
Vyuham,November,2023,"Ram Gopal Varma, Vinu Sridhar",,Balaji,"Ajmal Ameer, Kota Jayaram, Manasa, Surabhi Prabhavathi, Dhanunjay Prabhune, Rekha Prakash, Elena Tuteja, Inturi Vasu"
Keedaa Cola,November,2023,Tharun Bhascker Dhaassyam,VG Sainma,Vivek Sagar,"Chaitanya Madadi, Rag Mayur, Brahmanandam, Tharun Bhascker Dhaassyam, Jeevan Kumar, Vishnu Oi, Ravindra Vijay, Raghu Ram, Hari Kanth, Anil Lingampally"
Maa Oori Polimera 2,November,2023,Anil Viswanath,Shree Krishna Creations,Gyaani,"Rajsekhar Aningi, Baladitya, Kamakshi Bhaskarla, Sahithi Dasari, Rakendu Mouli, Satyam Rajesh, Chitram Sreenu, Getup Srinu, Ravi Varma, Sonakshi Verma"
Anveshi,November,2023,V.J. Khanna,,Chaitan Bharadwaj,"Vijay Dharan Datla, Ajay Ghosh, Simran Gupta, Harikrishna, Emanuel Jabardast, Ananya Nagalla, Jabardasth Nagireddy, Prabhu, Vidya Sagar Raju, Dil Ramesh"
The Trial,November,2023,Raam Ganni,"Commonman Productions, SS Films",Saravana Vasudevan,"Spandana Palii, Vamsi Kotu, Yug Ram, Vazeer Ishaan, Udhay Pulime, Sakhi Uttada, Jashwanth Perumalla, Radha Bessy, Wazir Ishan, Murali K"
Sound Party,November,2023,Sanjay Sheri,Full Moon Media Productions,Madeen,"VJ Sunny, Hrithika Srinivas, Sivannarayana, Sapthagiri, Mohammad Ali, Anjali, Chalaki Chanti, R.J. Hemant, Inturi Vasu, Kadambari Kiran"
Anukunnavanni Jaragavu Konni,November,2023,G. Sandeep,,Gideon Katta,"Saikumar Babloo, Kireeti, Kalapala Mounika, Sreeram Nimmala, Krishna Murali Posani"
Krishna Ghattam,November,2023,Suresh Palla,,PR,"Chaitanya Krishna, Venkat Govada, Viswanath GR, Durga Prasanna Kemburi, Duvvasi Mohan, Vinay Nallakadi, Maya Nelluri, Sasha Singh"
Madhave Madhusudana,November,2023,Bommadevara Ramchandra Rao,,Vikas Badisha,"Tej Bommadevara, Rishika Lokre, Naveen Neni, Jaya Prakash, Mamilla Shailaja Priya, Rocking Rakesh, Suman, Ravi Shiva Teja"
Janam,November,2023,Venkata Ramana Pasupuleti,,,"Ajay Ghosh, Jayavani, K Kishore, Lucky, Nagendra Medida, Mounika, Pragya Nayan, Venkata Ramana Pasupuleti, Rashida, Suman"
Ye chota Nuvvuna,November,2023,Pasalapudi SV,MS Productions,Tarun Rana Pratap,"Prashanth Guravana, Madhukar, Mukesh, Ambika Multhani, Satish Saripalli"
Antham Kadidi Aarambam,November,2023,Ishaaon,"Crescent Cinemas, Krishna Productions",Vinod Yajamanya,"Daniel Balaji, Nishma Chengappa, Pranali Ghoghare, Ishaaon, Naga Mahesh, Rocket Raghava"
Nenekkadunna...?,November,2023,Madhav Kodad,,,
Drohi,November,2023,Vijay Das Pendurty,,Anantha Narayanan,"Sandeep Kumar, Deepthi Varma, Shakalaka Shankar, Majili Shiva, Mahesh Vitta, Debbie, Chandu Charms, Nirroze Putcha"
Midnight Killers,November,2023,Raju Shetty Boyana,,,
Salaar: Part 1 - Ceasefire,December,2023,Prashanth Neel,Hombale Films,Ravi Basrur,"Prabhas, Karthikeya Dev, Prithviraj Sukumaran, Shruti Haasan, Jagapathi Babu, Tinnu Anand, Shrey Bhargava, Brahmaji, M.S. Chowdary, Devaraj"
Hi Nanna,December,2023,Shouryuv,Vyra Entertainments,Hesham Abdul Wahab,"Nani, Mrunal Thakur, Kiara Khanna, Nassar, Jayaram, Priyadarshi Pulikonda, Angad Bedi, Shilpa Tulaskar, Viraj Ashwin, Drishty Talwar"
Badmash Gallaki Bumper Offer,December,2023,Ravi C. Kumar,,Bhole Shavali,"Indrasena, Santhosh, Pragya Nayan, Naveena Reddy, Marlin Philip, Tarak Ponnappa, Subhalekha Sudhakar, Satya Prakash, Gowtham Raju, Duvvasi Mohan"
Extra Ordinary Man,December,2023,Vakkantham Vamsi,"Aditya Productions & Entertainment, Ruchira Entertainment, Sreshth Movies",Harris Jayaraj,"Nithiin, Sreeleela, Rajasekhar, Sudev Nair, Rao Ramesh, Rohini, Brahmaji, Ajay, Harsha Vardhan, Annapurnamma"
Che,December,2023,B.R. Sabhavath Nayak,Nature Arts,Ravi Shankar,"Pasala Uma Maheshwar, B. R. Sabhavath Nayak, Kartheek Nune, Lavanya Sameera, Pula Siddeshwar"
Pindam,December,2023,Saikiran Reddy Daida,Kalaahi Media,Krishna Saurabh,"Srikanth, Easwari Rao, Srinivas Avasarala, Kushee Ravi, Ravi Varma, Baby Chaitra, Baby Ieisha, Kamal Krishna, Manik Reddy, Srilatha"
Atharva,December,2023,Mahesh Reddy,,Sricharan Pakala,"Karthik Raju, Simran Choudhary, Arvind Krishna, Gagan Vihari, Kabir Duhan Singh, Anand, Kalpika Ganesh, Ayraa Jain, Shiva Kumar, Kiran Macha"
Devil,December,2023,Abhishek Nama,Abhishek Pictures,Harshavardhan Rameshwar,"Elnaaz Norouzi, Nandamuri Kalyan Ram, Ajay, Seetha, Mark Bennington, Samyuktha Menon, Ammu Abhirami, Malvika Nair, Satya, Ester Noronha"
Bubblegum,December,2023,Ravikanth Perepu,"Maheshwari Movies, People Media Factory",Sricharan Pakala,"Roshan Kanakala, Manasa Chowdary, Harsha Chemudu, Anannyaa Akulaa, Bindu Chandramouli, Anu Hasan, Bharath Jadhav, Chaitu Jonnalagadda, Kiran Macha, Duggu Sanjana"
Calling Sahasra,December,2023,Arunvikkirala,"Radha Arts, Shadow Media Productions",Mohith Rahmaniac,"Siva Balaji, Soumya Deshpande, Krishna Elakanti, Rekha Koneti, Hemanth Konishetty, Mahi, Mamatha, Ravi Teja Nannimala, Spandana Palii, Ravi Prakash"
Jorugaa Husharugaa,December,2023,Anu Prasad,,Praneeth Muzic,"Viraj Ashwin, Srinivas Bhogireddy, Brahmaji, Chammak Chandra, Siri Hanumanth, Krazy Khanna, Sai Kumar, Madhunandan, Pujita Ponnada, Rohini"
Breathe,December,2023,Vamsi Krishna Akella,Basavatarakarama Creations,Mark K. Robin,"Sriram Reddy Polasane, Rajiv Kumar Aneja, Jonas David, Keshav Deepak, Vennela Kishore, Nandamuri Chaitanya Krishna, Madhu Narayan, Srs Prasad, Sanjay Rath, Sahasra Reddy"
#MayaLo,December,2023,Megha Mithra Pervar,FrameByFrame,Dennis Norton,"Naresh Agastya, N. Balakrishna, R.J. Hemant, Gnaneswari Kandregula, Sashank Manduri, Jayasri Rachakonda, Bhavana Vazhapandal"
Kalasa: The Symbol of Abundance,December,2023,Konda Rambabu,,Vijay Kurakula,"Ajeez, Bosu Babu, Balachandar, Argaaz Ibrahim, Jeeva, Roshini Kamisetty, Madhavi, Kotesh Manava, Nagabhairava, Sashidhar Paramahamsa"
Currency Nagar,December,2023,Vennela Kumar Pothepalli,Unnati Arts,Pavan,"Sudharshan, Goutham Kumar, Mahesh Yadlapalli, Spandana Somanna, Kesava Karri, Chandu Charms, Rajsekhar Aningi, Afshaan Shaik, Sai Durga, VamsiKrishna Konduri"
Sakhi,December,2023,Johnny Basha,One Media Et,,"Lokesh Muthumula, Deepika Vemireddy, Sudhakar Reddy, Jithin Aditya, Pallavi Aher, Harsha Althi, Sahithi Chilla, Divya Kanthi, Sandeepa Pasupuleti, Jyothi Swaroop"
Shaan,December,2023,Kumar Yadav,,Sachith Sai,"Kumar Yadav, Priya Deshpag, Vangmay Patel, Johar, Busa Sreyan Yadav, Ram Charan, Suchitra, Sruthi"
Umapathi,December,2023,Satya Dwarapudi,,Shakthikanth Karthick,"Anuragh, Avika Gor, Shivannarayana, Krishna Murali Posani, Jabardasth Ram Prasad, Bhadram, Jayavani, Tulasi"
Prema Katha,December,2023,Shivashakti Red De,"CineValley Movies, Tanga ProductionsLLP",Radhan,"Kishore Ksd, Vinay Mahadev, Nethra Sadhu, Diya Seetepalli, Raj Tirandasu"
Thika Maka Thanda,December,2023,Venkat,"TSR Movie Makers, TSR Movie Makers",Suresh Bobblli,"Rocket Raghava, Harikrishna, Rama Krishna, Rekha Nirosha, Bobby Bedi, Ramachandra, Bullet Bhaskar, Shirisha, Gowri Shankar, Sivannarayana"
Dalari,December,2023,Gopal Reddy Kachidi,,Gowra Hari,"Rajeev Kanakala, Shakalaka Shankar, Aqsa Khan, Sritej, Roopika, Jabardasth Ram Prasad, Getup Srinu, Gemini Suresh, Racha Ravi, Prudhviraj"
Hanu Man,January,2024,Prasanth Varma,Primeshow Entertainment,Anudeep Dev,"Teja Sajja, Amritha Aiyer, Varalaxmi Sarathkumar, Vinay Rai, Vennela Kishore, Samuthirakani, Satya, Getup Srinu, Deepak Shetty, Ravi Teja"
Guntur Kaaram,January,2024,Trivikram Srinivas,"Haarika & Hassine Creations, Sithara Entertainments",S. Thaman,"Mahesh Babu, Sreeleela, Meenaakshi Chaudhary, Ramya Krishnan, Jayaram, Prakash Raj, Jagapathi Babu, Easwari Rao, Murli Sharma, Ajay"
Naa Saami Ranga,January,2024,Vijay Binni,"People Media Factory, Srinivasaa Silver Screen",M.M. Keeravani,"Nagarjuna Akkineni, Allari Naresh, Raj Tarun, Ashika Ranganath, Mirnaa, Rukshar Dhillon, Nassar, Rao Ramesh, Harsha Vardhan, Ravi Varma"
Sarkaaru Noukari,January,2024,Shekar Ganganamoni,R.K TELESHOW,Suresh Bobblli,"Tanikella Bharani, Latha Reddy, Surya, Sahithi Dasari, Sammeta Gandhi, Rajeshwari Mullapudi, Manichandana, Vivareddy, Ramya Ponduri, Meesala Lakshaman"
Saindhav,January,2024,Sailesh Kolanu,Niharika Entertainment,Santhosh Narayanan,"Nawazuddin Siddiqui, Andrea Jeremiah, Ruhani Sharma, Venkatesh Daggubati, Shraddha Srinath, V. Jayaprakash, Mukesh Rishi, Sravanthi Chokkarapu, Arya, Jisshu Sengupta"
105 Minuttess,January,2024,Raju Dussa,"Monk Films, Monk Films, Rudransh Celluloid",,
Thappinchuku Thiruguvadu Dhanyudu Sumathi,January,2024,Chenna Narayana,"BS Production House, Yellow Thoughts Creations",Vivek Abhishek,"Manikandan R. Achari, Niranjana Anoop, Bhadram, Priyadarshi Pulikonda, Gopal Sham, Srinda"
Premalo,January,2024,Chandu Koduri,,Sandeep Kanugula,"Chandu Koduri, Charishma Shreekar, Shivaji Raja, Madhusudhan Rao, Srinivas Bhogireddy, SV Jaidev, Prabhavathi Varma, Mahaboob Basha, Bus Stop Koteswara Rao, Katam Reddy"
RAM: Rapid Action Mission,January,2024,Mihiraam Vynateyaa,"Deepika Entertainment, OSM Vision",Aasrith Ayyangar,"Surya Ayyalasomyajula, Dhanya Balakrishna, Mahaboob Basha, Bhanu Chander, Sai Kumar, Rohit, Subhalekha Sudhakar, Amit Tiwari, Ravi Varma, Meena Vasu"
Double Engine,January,2024,Rohit Penumatsa,Waltair Productions,Vivek Sagar,"Muni Myatari, Ajith Mohan, Rohit Narsimha, Raju Shivaratri, Viswender Reddy, Sai Kiran, Kumar Pawan, Gayatri Gupta, Sandeep Boreddy, Sai Yogi"
Ajay Gadu,January,2024,Ajay Kumar Kathurvar,Ajay Kumar Productions,Sumanth Babu,"Ajay Kumar Kathurvar, Shweta Mehta, Prachi Thaker, Bhanusri, Abhay Bethiganti, Yadhamma Raju, Teja Ainampudi, Jayasri Rachakonda, Prasad Balakrishna"
Deenamma Jeevitham,January,2024,Muorali Ramaswamy,"Durgasree Films, Yashwanth Raamaswamy Creations",Ram Sam,"Dev Ballani, Priya Chohan, Saritha Chohan, Balagam Sahadev, Shannu Shaik"
Plant Man,January,2024,K. Santhosh Babu,,Ananda Balaji,"Apparao, Balaraj, Akkam Balaraju, Tanikella Bharani, Bindu, Chalapathi, Chandrasekhar, Baby Deekshitha, Jagapathi, Laxmi Kiran"
Kotha Rangula Prapancham,January,2024,Prudhviraj,,Sangeeth Adithya,"Prudhviraj, Krishnateja Eppala, Krishna Kranthi, Shreelu"
1134,January,2024,Ssharadh Chandra Tadimeti,,,"Phani Bhargav Madupu, Gangadhar Reddy, Phani Sharma, Krishna Madupu, Suneal Patel, Parameshwar Hivrale, Ajay Mahankali, Bul Bul, Rohan Thattipally, Kalaam Vamshi"
Mudo Kannu,January,2024,,,Swara,"Shashidhar Kosuri, Sai Kumar, Madhavilatha, Vaddi Mahesh, Nirosha, Devi Prasad, Dayanand Reddy, Srinivas Reddy, Pradeep Rudra, Kasi Viswanath"
Agent Narasimha-117,January,2024,Lakshman Chaprala,Navya Sai Films,Raj Kiran,"Devgil, Harshal Gire, Keerthi Krishna, Madhubala, Nikitha, Narasimha Reddy, Sayaji Shinde, Pradeep Singh Rawat"
Raghava Reddy,January,2024,Sanjeev Megoti,,Sudhakar Mario,"Siva Kantamaneni, Raasi, Srinivasa Reddy, Bitthiri Sathi, Nandita Shwetha"
Siddharth Roy,February,2024,V Yeshasvi,"Shree Radha Damodar Studios, Vihaan & Vihin Creations",Radhan,"Gaurav Mahaur, Kalyani Natarajan, Tanvi Negi, Deepak Saroj, Mathew Varghese"
Eagle,February,2024,Karthik Gattamneni,People Media Factory,Davzand,"Ravi Teja, Anupama Parameswaran, Navdeep, Srinivas Avasarala, Madhoo, Kavya Thapar, Ajay Ghosh, Insane Ashraf, Mahaboob Basha, Tanisa islam Mahi"
Mechanic,February,2024,Muni Sahekara,Teena Sree Creations,Vinod Yajamanya,"Mani Sai Teja, Rekha Nirosha, Tanikella Bharani, Naga Mahesh, Surya, Kireeti, Chatrapathi Shekar, Sammeta Gandhi, Lab Sharath, Sandhya Janak"
Sundaram Master,February,2024,Kalyan Santhosh,"Goal Den Media, RT Teamworks",Sricharan Pakala,"Chaitu Babu, Bhadram, Brahmanandam, Harsha Chemudu, Balakrishna Neelakantapuram, Divya Sripada, Harsha Vardhan"
Happy Ending,February,2024,Kowshik Bheemidi,"Hamstech Films, Silly Monks Studios",Ravi Nidamarthy,"Ajay Ghosh, Siddharth Gollapudi, Jhansi, Vishnu Oi, Yash Puri, Apoorva Rao"
Ooru Peru Bhairavakona,February,2024,Vi Anand,"AK Entertainments, Hasya Movies",Sekhar Chandra,"Sundeep Kishan, Varsha Bollamma, Kavya Thapar, Harsha Chemudu, Brahmaji, Vennela Kishore, P. Ravi Shankar, Vadivukkarasi, V. Jayaprakash, Billy Murali"
I Hate Love,February,2024,VI.Venkatesh,Ravi Art Productions,Rohith Peddapalli,"Priyanka Chollangi, Nagi Jabardest, Kittaiah, Ravi Mallidi, Subbu Mudhunuri, Seelam Srivalli"
Ambajipeta Marriage Band,February,2024,Dushyanth Katikineni,"Dheeraj Mogilineni Entertainment, GA2 Pictures, Mahayana Motion Pictures",Sekhar Chandra,"Suhas, Saranya Pradeep, Jagadeesh Prathap Bandari, Goparaju Ramana, Shivani Nagaram, Nithin Prasanna, Swarnakanth, Vinay Mahadev, Pullayya Pantulu Mylavarapu"
Kismat,February,2024,Srinath Badineni,"Comrade Film Factory, Atheera Productions",Mark K. Robin,"Abhinav Gomatam, Srinivas Avasarala, Naresh Agastya, Riya Suman, Ajay Ghosh, Chammak Chandra, Gangavva, Vishwadev Rachakonda, Kiran Kumar, Racha Ravi"
I Hate You,February,2024,Anji Ram,,Karthik Kodakandla,"Karthik Raju, Mokksha, Sherry Agarwal, Priyanka Kholgade, Rahul Jagtap"
BhamaKalapam 2,February,2024,Abhimanyu Tadimeti,"Dream Farmers, Sri Venkateswara Cine Chitra",Prashanth Vihari,"Priyamani, Saranya Pradeep, Anuj Gurwara, Chaitu Jonnalagadda, Seerat Kapoor, Sundip Ved"
Masthu Shades Unnai Ra,February,2024,Thirupathi Rao Indla,,Samuel Aby,"Abhinav Gomatam, Vaishali Raj, Moin, Ali Reza, Nizhalgal Ravi, Tharun Bhascker Dhaassyam, Lavanya Reddy, Chakrapani Ananda, Mani Bamma, Ravinder Bommakanti"
14 Days Love,February,2024,Nagaraj Bodem,,SK. Baji,"Shanoor Sana, Ajay, Idream Anjali, Chandni Bhagwanani, Raja Ravindra, Sana Shanoor, Raja Sridhar, Bhagatt Vikrant"
Game On,February,2024,Dayanandh Gaddam,Kasturi Creations,Abishek Ar,"Aditya, Aravind, Konkimalla Ashritha, Anmol Bhakthal, Bhargavi, Master Bhavik, Jyothi Chowdary, Sharath Elichipuram, Geethanandh, Meghana Gujarathi"
Bootcut Balaraju,February,2024,Srinivas Koneti,"Global Films, Katha Veruntadhi",Bheems Ceciroleo,"Syed Sohel Ryan, Gopal Krishna Akella, Darbha Appaji Ambarisha, Avinash, Siri Hanumanth, Indraja, Megha Lekha, Saddam, Satish Saripalli, Sunil"
Dheera,February,2024,Vikranth Srinivas,,Sai Kartheek,"Laksh Chadalavada, Soniya Bansal, Bobby Bedi, Himaja, Bhushan Kalyan, Mirchi Kiran, Naveen Neni, Viva Raghav, Samrat Reddy, Addanki Rohit"
Mukhya Gamanika,February,2024,Venu Muralidhar Vadnala,,,
Praveen Ips,February,2024,Durgha Dev Naidu,,Ns Prasu,"Vaanya Aggarwal, Nanda Kishore, Durgha dev Naidu, Roja, Kishore Raju Vasistha"
Raajadhani Files,February,2024,Bhanu,,Mani Sharma,"Agilan Pushparaj, Amrutha Chowdary, Vinod Kumar, Veena Panchaparvala, Vishal Patni, Ajay Ratnam, Shanmukh, Vani Viswanath"
Ground,February,2024,Suraj,,Bhaskar Appalla,"Tejaswini M, Harinath Raj Kuntamukkula, Nagaraju Badhavath, Vasishta Kunde, Praveen Kinthali, Durga Bhavani S, Preethi P, Gopichand Alla, Bhoopathi Patendla, Rajesh Perka"
Sheeshmahal,February,2024,Sasi Camp,,Vivek Sagar,"Rahul Ramakrishna, Sai, Arnold, Pramila Boddeti, Feroze, Gopal, Sandhya, Rohit Penumatsa, Sasi Camp, Rahul Penumatsa"
PGT: Prema Geema Thassadiyya,February,2024,Kiran Nairuth,,Kiran Nairuth,"Junior Shoban Babu, Sri Kumari, Transgender Madhuri, Shiva Kumar Marreboina, Vijaya Murthy, Kiran Nairuth, Soumya Pandey, Jabardasth Rajamouli, Subhalekha Sudhakar, Veerabhadram"
Tillu Square,March,2024,Mallik Ram,"Fortune Four Cinemas, Sithara Entertainments",Ram Miriyala,"Anupama Parameswaran, Sidhu Jonnalagadda, Murli Sharma, Neha Shetty, Brahmaji, Raj Tirandasu, Priyanka Jawalkar, Anish Kuruvilla, Prince Cecil, Muralidhar Goud"
Bhimaa,March,2024,Harsha,Sri Sathya Sai Arts,Ravi Basrur,"Priya Bhavani Shankar, Malvika Sharma, Vennela Kishore, Nassar, Mukesh Tiwari, Gopichand, V.K. Naresh, Shamna Kasim, Subhalekha Sudhakar, Raghu Babu"
Om Bheem Bush,March,2024,Sree Harsha Konuganti,"UV Creations, V Celluloid",Sunny M.R.,"Ansari, Mukku Avinash, Mohan Babu, Spandana Bhandari, Ramana Bhargava, Kamakshi Bhaskarla, Kali Charan, Anjana Chowdary, Srikanth Iyengar, Priya Jasper"
Kaliyugam Pattanamlo,March,2024,Ramakhanth Reddy,"Nani Movie Works, Raamaa Creations Production",Ajay Arasada,"Vishva Karthikeya, Ayushi Patel, Chitra Shukla, Devi Prasad, Rupa Lakshmi, Pramodini, Chatrapathi Sekhar, Anish Kuruvilla, Narain rama, Divya Ralhan"
Tantra,March,2024,Srinivas Gopisetti,"Be The Way Films, First Copy Movies, Vizag Film Factory",RR Dhruvan,"Ananya Nagalla, Dhanush Raghumudri, Temper Vamsi, Saloni Aswani, Meesala Lakshaman, Manoj Muthyam, Kushalini Pulapa"
Ravikula Raghurama,March,2024,Chandrashekar Kanuri,,Sukumar Pammi,"Deepshika, Jabardasth Nagireddy, Gowtham Varma, Satya"
Vivekam,March,2024,Team S Cube,,,
Bhoothaddam Bhaskar Narayana,March,2024,"Purushotham Raaj, Shravan Kumar Tadka",Vijaya Saraaga,Vijay Bulganin,"Shiva Kandukuri, Rashi Singh, Varshini Soundararajan, Shivakumar Ramachandravarapu, Divija, Gururaj, Venkatesh Kakumanu, Kalpalatha, Arun Kumar, Pranavi"
Lambasingi,March,2024,Naveen Gandhi,Concept Films,RR Dhruvan,"Kittayya, Bharath Raj, Vamsi Raj, Naveenraj Sankarapu, Divi Vadthya"
Chaari 111,March,2024,T.G. Keerthi Kumar,Barkat Studios Production,Simon K. King,"Kotte Alekhya, Apurva, Mani Bhamma, Brahmaji, Chaitanya, Chaitanya, Christina, Eugene, Goldie, Goldie"
Vey Dharuvey,March,2024,D. Naveen Reddy,,Bheems Ceciroleo,"Sairam Shankar, Sunil, Chammak Chandra, Hebah Patel, Krishna Murali Posani, Devaraj Pothuru, Prudhvi, Rolar Raghu, Satyam Rajesh, Yasha Shivakumar"
Maya,March,2024,Ramesh Nani,,Surya Vakkalanka,"Kiran Avala, Siri Chandana, Suresh Kondeti, Sunitha Manohar, Ester Noronha"
Valari,March,2024,M Mrithika Santhoshini,,T.S. Vishnu,"Keshav Deepak, Siddharth Gollapudi, Pharrnitha Rudra Raju, Princess Sahasra, Ritika Singh, Subbaraju, Uttej"
Raju Gari Ammayi Naidu Gari Abbayi,March,2024,Satya Raj,,Roshan Saluri,"Ravi Teja Nunna, Neha Jurel, Yogi Khatri, Nagineedu, Pramodini"
Bullet,March,2024,Choudappa,,Subhash Anand,"Ravi Varma, Sanjana Singh, Manisha Dev, Neha Desh Pandey, Vijay Ranga Raju, Pilla Prasad, Shafi, Vizag Prasad, Jeeva, Alok Jain"
Babu (No.1 Bullshit Guy),March,2024,Laxmman Varma MLR,,Pavan,"Badram, Muralidhar Goud, Kushita Kallapu, Arjun Kalyan, Sonali Panigre, Laxman Varma, Ravi Varma"
We Love Bad Boys,March,2024,Raju Rajendra Prasad,,John Bhushan,"Ajay Kumar Kathurvar, Vamsi Krishna, Aditya Shashank Neeti, Romika Sharma, Roshni Sahota, Pragya Nayan, Sapthagiri, Posani Krishna Murali, Bhadram, Viharika Chowdary"
Inti Number - 13,March,2024,PannaRoyal,,Vinod Yajamanya,"Anandraj, Naveed Babu, Tanikella Bharani, Irfan, Satya Krishnan, Sri Lakshmi, Shivangi Mehra, Nikkesha, Pruthvi Raj, Vijaya Rangaraju"
Mangai,March,2024,Gubenthiran Kamatchi,,Theeson,"Anandhi, Shivin Ganesan, Dushyanth Jayaprakash, Adithya Kathir"
Mix Up,March,2024,Aakash Bikki,Aha,,"Aadarsh Balakrishna, Akshara Gowda, Pooja Jhaveri, Kamal Kamaraju"
Thalakona,March,2024,Nagesh Naradasi,,Subhash Anand,"Bhuvaneswari, Chandrika, Deborah Doris Fell, Ajay Ghosh, Ashok Kumar, Latha, Ugrram Manju, Vijaya Rangaraju, Apsara Rani, Devara Sridhar Reddy"
Sharathulu Varthisthai,March,2024,Kumara Swamy,Star Light Studios,Suresh Bobblli,"Rj Avinash, Mallesh Balast, Palamuru Devaraj, Sai Goud, Shiva Goud, Swarna Kilari, Nanda Kishore, Peddinti Ashok Kumar, Chaitanya Madadi, Sitha Mahalaxmi"
Ananya,March,2024,Prasad Raju Bommidi,Srii Siddi Dhatri Movie Creations,Trinadh Mantena,"Thoshi Alahari, Satyanarayan Buddala, Pragya Gutom, Chittibabu Jabardast, Aravind Jala, Chandana Jayaraj, Jairaman Jutthiga, Chakravarthy Mallipudi, Aditya Marakada, Jai Raman"
